Charge Type,Charge Group,Charge Category ,Charge Code,Charge Name,Base Rate,QATARI,GCC,Resident,SHC-GCC,RHC-GCC,SHC,RHC,Visitor,Servant,Handicap,Baby
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002214,Dutasteride 0.5mg/Tamsulosin HCL 0.4mg CAP,23.872,0,23.872,23.872,23.872,23.872,23.872,23.872,32.227,23.872,23.872,23.872
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002215,Losartan 100mg/Hydrochlorothiazide 25mg TAB,1.985,0,1.985,1.985,1.985,1.985,1.985,1.985,2.68,1.985,1.985,1.985
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002216,Xipamide 10 mg TAB,0.333,0,0.333,0.333,0.333,0.333,0.333,0.333,0.45,0.333,0.333,0.333
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002217,Potassium Citrate Retard 600 mg TAB,0.483,0,0.483,0.483,0.483,0.483,0.483,0.483,0.652,0.483,0.483,0.483
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002218,Saxagliptin/Metformin (Kombiglyze XR) 5 mg/5,4.362,0,4.362,4.362,4.362,4.362,4.362,4.362,5.889,4.362,4.362,4.362
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002219,Multivitamin Sugar Free TAB,2.16,0,2.16,2.16,2.16,2.16,2.16,2.16,2.916,2.16,2.16,2.16
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002220,Sodium Phosphate (3 mmol P/mL) INJ,3.527,0,3.527,3.527,3.527,3.527,3.527,3.527,4.761,3.527,3.527,3.527
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002222,Mercaptopurine 20mg/mL (100mL) Oral SUSP,1952.088,0,1952.088,1952.088,1952.088,1952.088,1952.088,1952.088,2635.319,1952.088,1952.088,1952.088
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002223,Tobramycin 28 mg CAP for Inhalation,44.706,0,44.706,44.706,44.706,44.706,44.706,44.706,60.353,44.706,44.706,44.706
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002224,Mesalazine 1000mg SUPP,6.821,0,6.821,6.821,6.821,6.821,6.821,6.821,9.208,6.821,6.821,6.821
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002225,Diltiazem 90 mg Retard TAB,0.705,0,0.705,0.705,0.705,0.705,0.705,0.705,0.952,0.705,0.705,0.705
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002227,Repaglinide 4 mg TAB,1.979,0,1.979,1.979,1.979,1.979,1.979,1.979,2.672,1.979,1.979,1.979
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002228,Torsemide 50mg Tab,1.257,0,1.257,1.257,1.257,1.257,1.257,1.257,1.697,1.257,1.257,1.257
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002229,Benzocaine 20% CRM,95.693,0,95.693,95.693,95.693,95.693,95.693,95.693,129.186,95.693,95.693,95.693
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002230,Methoxasalen 7.5 mg/mL (30 mL) SOL,43.592,0,43.592,43.592,43.592,43.592,43.592,43.592,58.849,43.592,43.592,43.592
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002231,Lactase 9000 FCC Units TAB,2.731,0,2.731,2.731,2.731,2.731,2.731,2.731,3.687,2.731,2.731,2.731
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002232,Lidocaine 7%/Tetracaine 7% Topical CRM,208.194,0,208.194,208.194,208.194,208.194,208.194,208.194,281.062,208.194,208.194,208.194
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002233,Alpha Lipoic Acid 100 mg Sugar Free TAB,0.835,0,0.835,0.835,0.835,0.835,0.835,0.835,1.127,0.835,0.835,0.835
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002234,Co-Enzyme Q10 Sugar Free 200 mg CAP,2.505,0,2.505,2.505,2.505,2.505,2.505,2.505,3.381,2.505,2.505,2.505
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002235,Atovaquone 62.5 mg/ Proguanil 25 mg TAB,6.404,0,6.404,6.404,6.404,6.404,6.404,6.404,8.645,6.404,6.404,6.404
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002236,Vinflunine 25 mg/mL (10 mL) INJ,4683.879,0,4683.879,4683.879,4683.879,4683.879,4683.879,4683.879,6323.237,4683.879,4683.879,4683.879
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002237,L-Asparaginase (Erwinase)10000 Units INJ,4393.56,0,4393.56,4393.56,4393.56,4393.56,4393.56,4393.56,5931.306,4393.56,4393.56,4393.56
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002238,Co-Enzyme Q10/Vitamin E CAP,3.642,0,3.642,3.642,3.642,3.642,3.642,3.642,4.916,3.642,3.642,3.642
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002239,Cyclobenzaprine HCl 5 mg TAB,1.821,0,1.821,1.821,1.821,1.821,1.821,1.821,2.458,1.821,1.821,1.821
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002240,Hyoscyamine Sulfate 0.125 mg TAB,3.277,0,3.277,3.277,3.277,3.277,3.277,3.277,4.424,3.277,3.277,3.277
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002241,Butalbital 50mg/Acetaminophen 325mg/Caffeine 40mg TAB,16.387,0,16.387,16.387,16.387,16.387,16.387,16.387,22.122,16.387,16.387,16.387
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002242,Miconazole Nitrate 2% Vaginal CRM,23.902,0,23.902,23.902,23.902,23.902,23.902,23.902,32.268,23.902,23.902,23.902
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002243,ClotrimazolE/ Betamethasone (15 gm) CRM,37.963,0,37.963,37.963,37.963,37.963,37.963,37.963,51.25,37.963,37.963,37.963
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002244,Dornase Alfa 2.5mg/2.5mL INH SOLN,424.842,0,424.842,424.842,424.842,424.842,424.842,424.842,573.536,424.842,424.842,424.842
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002245,Ipratropium Bromide (0.02%) 0.5 mg/2.5mL Inh SOL,1.821,0,1.821,1.821,1.821,1.821,1.821,1.821,2.458,1.821,1.821,1.821
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002246,Albuterol 0.083 % (2.5 mg /3 mL) Inh SOL,1.015,0,1.015,1.015,1.015,1.015,1.015,1.015,1.371,1.015,1.015,1.015
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002247,Tobramycin 300 mg/5 mL Inh SOL,684.916,0,684.916,684.916,684.916,684.916,684.916,684.916,924.637,684.916,684.916,684.916
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002248,Paricalcitol 5 mcg/mL (2 mL) INJ,59.378,0,59.378,59.378,59.378,59.378,59.378,59.378,80.16,59.378,59.378,59.378
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002249,Echothiophate (Phospholine) Iodide Eye Drop SOLN,546.225,0,546.225,546.225,546.225,546.225,546.225,546.225,737.404,546.225,546.225,546.225
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002250,Aliskiren 300 mg TAB,29.724,0,29.724,29.724,29.724,29.724,29.724,29.724,40.127,29.724,29.724,29.724
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002251,Copper Chloride 0.4 mg/mL (10 mL) INJ,122.637,0,122.637,122.637,122.637,122.637,122.637,122.637,165.56,122.637,122.637,122.637
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002252,Spironolactone 25 mg/Hydrochlorothiazide 25 mg Tab,1.092,0,1.092,1.092,1.092,1.092,1.092,1.092,1.474,1.092,1.092,1.092
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002253,Fesoterodine (Toviaz) 4 mg ER TAB,0,0,0,0,0,0,0,0,0,0,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002254,Cholecalciferol (Vitamin D3) 1000 Units TAB,0.391,0,0.391,0.391,0.391,0.391,0.391,0.391,0.528,0.391,0.391,0.391
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002255,Orabase Protective Cream,28.715,0,28.715,28.715,28.715,28.715,28.715,28.715,38.766,28.715,28.715,28.715
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002256,Noscapine 25 mg/gm (30 mL) DROPS,20.575,0,20.575,20.575,20.575,20.575,20.575,20.575,27.776,20.575,20.575,20.575
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002257,Phenobarbital 30 mg TABLET,1.161,0,1.161,1.161,1.161,1.161,1.161,1.161,1.568,1.161,1.161,1.161
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002258,Indacaterol 150 mcg CAP For INH,5.365,0,5.365,5.365,5.365,5.365,5.365,5.365,7.242,5.365,5.365,5.365
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002259,Stomahesive Protective POWDER,30,0,30,30,30,30,30,30,40.5,30,30,30
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002260,amLODIPine/valsartan 5 mg/160 mg TAB,0.574,0,0.575,0.575,0.575,0.575,0.575,0.575,0.776,0.575,0.575,0.575
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002261,vildagliptin/metformin 1440mg Tab,3.847,0,3.847,3.847,3.847,3.847,3.847,3.847,5.193,3.847,3.847,3.847
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002262,Urea 25% (112 gm) Heel Balm,17.238,0,17.238,17.238,17.238,17.238,17.238,17.238,23.271,17.238,17.238,17.238
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002263,"Emolleint, Doublebase (200gm) Shower GEL",28.535,0,28.535,28.535,28.535,28.535,28.535,28.535,38.522,28.535,28.535,28.535
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002264,Ictyane (Ducray) 400 mL Balm,110.681,0,110.681,110.681,110.681,110.681,110.681,110.681,149.419,110.681,110.681,110.681
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002265,Donepezil 10mg TAB,6.194,0,6.194,6.194,6.194,6.194,6.194,6.194,8.363,6.194,6.194,6.194
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002266,Prucalopride 1 mg TAB,5.057,0,5.057,5.057,5.057,5.057,5.057,5.057,6.827,5.057,5.057,5.057
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002267,Moxonidine 0.4 mg Film TAB,0.839,0,0.839,0.839,0.839,0.839,0.839,0.839,1.133,0.839,0.839,0.839
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002268,Testosterone 1.62 % GEL,2480.735,0,2480.735,2480.735,2480.735,2480.735,2480.735,2480.735,3348.993,2480.735,2480.735,2480.735
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002269,Spironolactone (Aldactone) 25mg Tablet,0.325,0,0.325,0.325,0.325,0.325,0.325,0.325,0.438,0.325,0.325,0.325
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002271,"Acetylsalicylic Acid (Aspirin, ASS-ratiophar",0.129,0,0.129,0.129,0.129,0.129,0.129,0.129,0.175,0.129,0.129,0.129
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002274,Clopidogrel 75mg TABLET,0.27,0,0.27,0.27,0.27,0.27,0.27,0.27,0.365,0.27,0.27,0.27
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002275,Insulin Degludec 100 units/mL (3 mL) PEN,60.459,0,60.459,60.459,60.459,60.459,60.459,60.459,81.62,60.459,60.459,60.459
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002276,Ferrous Fumarate 140 mg/5 mL SYR,53.625,0,53.625,53.625,53.625,53.625,53.625,53.625,72.394,53.625,53.625,53.625
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002277,Glucosamine 1000mg/Chondroitin 400mg/Hyaluronic Acid 50mg (Arthro PLUS) TAB,7.796,0,7.796,7.796,7.796,7.796,7.796,7.796,10.525,7.796,7.796,7.796
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002278,Lipoic Acid 560 Mg TAB,0,0,0,0,0,0,0,0,0,0,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002279,Co-Enzyme Q10 250 mg CAP,4.626,0,4.626,4.626,4.626,4.626,4.626,4.626,6.245,4.626,4.626,4.626
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002280,Oxycodone HCL 20 mg CR TAB,6.714,0,6.714,6.714,6.714,6.714,6.714,6.714,9.063,6.714,6.714,6.714
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002281,Hydromorphone Hydrochloride 8 mg TAB,12.929,0,12.929,12.929,12.929,12.929,12.929,12.929,17.455,12.929,12.929,12.929
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002282,Metoprolol Succinate 47.5 mg Retard TAB,0.27,0,0.27,0.27,0.27,0.27,0.27,0.27,0.364,0.27,0.27,0.27
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002283,Alfacalcidol 0.25 mcg TAB,6.791,0,6.791,6.791,6.791,6.791,6.791,6.791,9.167,6.791,6.791,6.791
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002284,Crizontinib (Xalkori) 250 mg  TAB,175.819,0,175.819,175.819,175.819,175.819,175.819,175.819,237.356,175.819,175.819,175.819
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002285,Glucosamine 500 mg CRM,54,0,54,54,54,54,54,54,72.9,54,54,54
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002286,Carvedilol (Coreg CR) 20mg (sustained releas,42.885,0,42.885,42.885,42.885,42.885,42.885,42.885,57.894,42.885,42.885,42.885
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002287,Potassium Hydroxide 10 % (200 mL) SOL,0,0,0,0,0,0,0,0,0,0,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002288,Hydroquinone 5 gm/Tretinoin 0.1 gm/Hydrocortisone 1 gm (15 g) CRM,50.453,0,50.453,50.453,50.453,50.453,50.453,50.453,68.112,50.453,50.453,50.453
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002290,Nebivolol 2.5 mg TAB,1.015,0,1.015,1.015,1.015,1.015,1.015,1.015,1.37,1.015,1.015,1.015
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002291,Escitalopram 20mg TABLET,1.38,0,1.38,1.38,1.38,1.38,1.38,1.38,1.863,1.38,1.38,1.38
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002292,Cefdinir 300 mg CAP,12.2,0,12.2,12.2,12.2,12.2,12.2,12.2,16.47,12.2,12.2,12.2
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002293,bumetanide .08mg Inj,11.758,0,11.758,11.758,11.758,11.758,11.758,11.758,15.873,11.758,11.758,11.758
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002294,Co-Enzyme Q10 (Ubiquinone) 200mg CAPSULE,2.639,0,2.639,2.639,2.639,2.639,2.639,2.639,3.563,2.639,2.639,2.639
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002295,Podophyllotoxin 0.15% (10 g) CREAM,123.906,0,123.906,123.906,123.906,123.906,123.906,123.906,167.273,123.906,123.906,123.906
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002296,Benzocaine 20%/Lidocaine 6 %/Tetracaine 4 % CRM,0,0,0,0,0,0,0,0,0,0,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002297,Hydroquinone 6%/Tretinoin 0.05%/Hydrocortisone 0.5% (60 gm) CRM,0,0,0,0,0,0,0,0,0,0,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002300,Zinc Chloride 1mg/mL (10 mL) INJ,31.713,0,31.713,31.713,31.713,31.713,31.713,31.713,42.812,31.713,31.713,31.713
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002301,Dermamelan (Oil removing SOL/Mask/Maintenance CRM) PACK,2064.558,0,2064.558,2064.558,2064.558,2064.558,2064.558,2064.558,2787.153,2064.558,2064.558,2064.558
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002302,Levodopa/Benserazide Hydrochloride (Madopar),0.221,0,0.221,0.221,0.221,0.221,0.221,0.221,0.298,0.221,0.221,0.221
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002303,Alendronate sodium 10 mg TAB,4.251,0,4.251,4.251,4.251,4.251,4.251,4.251,5.739,4.251,4.251,4.251
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002304,Pantoprazole 20 mg TAB,1.265,0,1.265,1.265,1.265,1.265,1.265,1.265,1.708,1.265,1.265,1.265
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002305,Olmesartan medoxomil 40 mg/ Amlodipine 5 mg/ Hydrochlorothiazide 25 mg TAB,4.928,0,4.928,4.928,4.928,4.928,4.928,4.928,6.653,4.928,4.928,4.928
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002306,Bumetanide 0.2mg/mL (4 mL) INJ,665.704,0,665.704,665.704,665.704,665.704,665.704,665.704,898.7,665.704,665.704,665.704
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002307,Bumetanide 0.5mg/mL (4 mL) INJ,9.902,0,9.902,9.902,9.902,9.902,9.902,9.902,13.368,9.902,9.902,9.902
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002309,Fondaparinux 5 mg/0.4 mL PFS,57.574,0,57.574,57.574,57.574,57.574,57.574,57.574,77.726,57.574,57.574,57.574
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002310,Beclomethasone Diproprionate 0.025 % CRM,0,0,0,0,0,0,0,0,0,0,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002313,Betamethasone 0.025% (100 gm) OINT,19.269,0,19.269,19.269,19.269,19.269,19.269,19.269,26.013,19.269,19.269,19.269
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002314,Trastuzumab Emtansine 100 mg INJ,8343.75,0,8343.75,8343.75,8343.75,8343.75,8343.75,8343.75,11264.063,8343.75,8343.75,8343.75
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002315,Trastuzumab Emtansine 160 mg INJ,13350.02,0,13350.02,13350.02,13350.02,13350.02,13350.02,13350.02,18022.527,13350.02,13350.02,13350.02
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002316,Alpha Lipoic Acid 200 mg Coated CAP,2.435,0,2.435,2.435,2.435,2.435,2.435,2.435,3.287,2.435,2.435,2.435
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002317,Co-Enzyme Q10 200 mg Soft Gel CAP,3.6,0,3.6,3.6,3.6,3.6,3.6,3.6,4.86,3.6,3.6,3.6
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002318,Warfarin Sodium 1mg TABLET,0.203,0,0.203,0.203,0.203,0.203,0.203,0.203,0.273,0.203,0.203,0.203
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002319,Warfarin Sodium 3mg TABLET,0.225,0,0.225,0.225,0.225,0.225,0.225,0.225,0.304,0.225,0.225,0.225
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002320,Hyaluronate Sodium 0.1% (10 mL) Eye DROP,50.678,0,50.678,50.678,50.678,50.678,50.678,50.678,68.415,50.678,50.678,50.678
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002321,Polyethylene Glycol 3350 NF (255 gm) POWDER,74.685,0,74.685,74.685,74.685,74.685,74.685,74.685,100.825,74.685,74.685,74.685
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002322,Diltiazem 2 % (30 gm) OINT,398.85,0,398.85,398.85,398.85,398.85,398.85,398.85,538.448,398.85,398.85,398.85
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002323,Zolpidem (Ambien) 10 mg TAB,54.535,0,54.535,54.535,54.535,54.535,54.535,54.535,73.622,54.535,54.535,54.535
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002324,Armodafinil 150 mg TAB,33.055,0,33.055,33.055,33.055,33.055,33.055,33.055,44.624,33.055,33.055,33.055
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002325,Melatonin 5 mg TAB,0.512,0,0.512,0.512,0.512,0.512,0.512,0.512,0.691,0.512,0.512,0.512
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002326,Complex Herbal Formulation (Circulat) TAB,4.565,0,4.565,4.565,4.565,4.565,4.565,4.565,6.163,4.565,4.565,4.565
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002328,Pramipexole 3 mg (2.1 mg base) ER TAB,11.112,0,11.112,11.112,11.112,11.112,11.112,11.112,15.002,11.112,11.112,11.112
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002329,Fluticasone Furoate 27.5mcg /spray (120 sprays) Nasal SPRAY,42.833,0,42.833,42.833,42.833,42.833,42.833,42.833,57.825,42.833,42.833,42.833
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002330,Zinc Acetate 25 mg Hard CAP,2.685,0,2.685,2.685,2.685,2.685,2.685,2.685,3.625,2.685,2.685,2.685
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002332,Mesalazine 500 mg SAC,2.791,0,2.791,2.791,2.791,2.791,2.791,2.791,3.768,2.791,2.791,2.791
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002333,Docusate Sodium 4mg/mL (473 mL) SUSP,30.044,0,30.044,30.044,30.044,30.044,30.044,30.044,40.56,30.044,30.044,30.044
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002334,Phosphate 500 mg EFFER TAB,1.192,0,1.192,1.192,1.192,1.192,1.192,1.192,1.609,1.192,1.192,1.192
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002336,Sildenafil 20 mg TAB,21.19,0,21.19,21.19,21.19,21.19,21.19,21.19,28.607,21.19,21.19,21.19
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002337,Diclofenac Sodium 75 mg TAB,0.39,0,0.39,0.39,0.39,0.39,0.39,0.39,0.526,0.39,0.39,0.39
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002338,Levetiracetam 500 mg ER TAB,4.248,0,4.248,4.248,4.248,4.248,4.248,4.248,5.735,4.248,4.248,4.248
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002339,Vitamin E 100mg/mL (100 mL) SYR,279.85,0,279.85,279.85,279.85,279.85,279.85,279.85,377.798,279.85,279.85,279.85
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002340,Vitamin C 5mg/mL (100 mL) SYR,217.963,0,217.963,217.963,217.963,217.963,217.963,217.963,294.25,217.963,217.963,217.963
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002341,Glycopyrolate 0.2mg/mL (150 mL) SYR,425.92,0,425.92,425.92,425.92,425.92,425.92,425.92,574.992,425.92,425.92,425.92
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002342,Ajmaline 5mg/mL (10 mL) INJ,13.473,0,13.473,13.473,13.473,13.473,13.473,13.473,18.188,13.473,13.473,13.473
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002343,Taurolidine Urokinase 25000 units INJ,0,0,0,0,0,0,0,0,0,0,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002344,Milk Thistle 140 mg CAP,2.33,0,2.33,2.33,2.33,2.33,2.33,2.33,3.146,2.33,2.33,2.33
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002345,Milk Thistle 175 mg CAP,1.721,0,1.721,1.721,1.721,1.721,1.721,1.721,2.323,1.721,1.721,1.721
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002346,Rivastigmine 4.5 mg TAB,6.7,0,6.7,6.7,6.7,6.7,6.7,6.7,9.045,6.7,6.7,6.7
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002347,Paroxetine 20mg TABLET,2.418,0,2.418,2.418,2.418,2.418,2.418,2.418,3.264,2.418,2.418,2.418
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002348,Isosorbide Mononitrate XL 60 mg TAB,0.777,0,0.777,0.777,0.777,0.777,0.777,0.777,1.048,0.777,0.777,0.777
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911002349,Omeprazole 40 mg CAP,0.371,0,0.371,0.371,0.371,0.371,0.371,0.371,0.5,0.371,0.371,0.371
